event_params__ga_session_id,user_pseudo_id,session_duration_seconds,passed_10_min,session_start_time,customer_character_count,character_list,average_tier,average_wrong_answers,Wheel_Impression,Wheel_Skips,Wheel_Spins,Ads_Watched_Count,gold_starting,gold_gained,gold_spent,gold_delta,is_depted_for_doll,Potions_Bought,Incenses_Bought,Amulets_Bought,AliCin_Used,Cauldron_Used,Coffee_Used,last_event_name,last_event_time,bought_new_customer
10475.0,0bd1283f2217f7af0a2d7d70d80a2276,555.0,False,2025-12-20 20:42:00+00:00,3,"['Cyra', 'Cyra', 'Dax', 'Astra', 'Cyra', 'Cyra']",2.1666666666666665,1.1666666666666667,0,0,0,3,70.0,0.0,93.0,-93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spent Virtual Currency,2025-12-20 20:51:15+00:00,1
10329.0,0c3da1f401098bd5d82a4da0dbd351a8,672.0,True,2025-12-22 15:34:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra', 'Cyra']",3.0,0.8,1,1,0,1,799.0,0.0,147.0,-147.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Question Completed,2025-12-22 15:45:12+00:00,0
10328.0,0c3da1f401098bd5d82a4da0dbd351a8,494.0,False,2025-12-23 21:23:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra', 'Cyra']",2.2,0.6,0,0,0,0,987.0,0.0,123.0,-123.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Question Completed,2025-12-23 21:31:14+00:00,0
10489.0,0c41942ceae2a35a62b83edffd5a81c2,249.0,False,2025-12-06 09:32:00+00:00,2,"['Cyra', 'Cyra', 'Cyra', 'Dax']",1.75,1.0,0,0,0,1,980.0,0.0,26.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Question Completed,2025-12-06 09:36:09+00:00,0
10490.0,0c41942ceae2a35a62b83edffd5a81c2,750.0,True,2025-12-10 16:27:00+00:00,3,"['Astra', 'Dax', 'Cyra', 'Cyra']",2.5,1.0,0,0,0,1,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Game Ended,2025-12-10 16:39:30+00:00,1
10492.0,0c41942ceae2a35a62b83edffd5a81c2,360.0,False,2025-12-12 04:40:00+00:00,2,"['Cyra', 'Dax']",4.0,0.0,1,0,1,1,222.0,0.0,13.0,-13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Spent Virtual Currency,2025-12-12 04:46:00+00:00,0
10491.0,0c41942ceae2a35a62b83edffd5a81c2,21.0,False,2025-12-15 19:36:00+00:00,1,['Astra'],2.0,2.0,0,0,0,0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-15 19:36:21+00:00,0
10163.0,0c85f08d7a051fdea298efae46d4b61d,282.0,False,2025-12-21 22:05:00+00:00,1,"['Dax', 'Dax', 'Dax', 'Dax', 'Dax']",1.8,1.2,0,0,0,1,1197.0,0.0,103.0,-103.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Spent Virtual Currency,2025-12-21 22:09:42+00:00,0
10161.0,0c85f08d7a051fdea298efae46d4b61d,429.0,False,2025-12-22 12:24:00+00:00,1,"['Dax', 'Dax', 'Dax', 'Dax', 'Dax', 'Dax']",1.6666666666666667,0.6666666666666666,0,0,0,1,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-22 12:31:09+00:00,0
10162.0,0c85f08d7a051fdea298efae46d4b61d,30.0,False,2025-12-23 09:00:00+00:00,1,"['Dax', 'Dax', 'Dax', 'Dax', 'Dax']",2.2,1.6,0,0,0,2,955.0,0.0,187.0,-187.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Spent Virtual Currency,2025-12-23 09:00:30+00:00,0
10238.0,0cbfc7378394c6b6d2e560b43a4e037b,519.0,False,2025-12-22 00:32:00+00:00,3,"['Dax', 'Dax', 'Cyra', 'Borin', 'Cyra', 'Cyra']",3.1666666666666665,1.1666666666666667,0,0,0,1,712.0,0.0,337.0,-337.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-22 00:40:39+00:00,1
10343.0,0db96e4f4893bf337893de5c086ddaaa,765.0,True,2025-12-21 13:15:00+00:00,1,['Dax'],3.0,0.0,0,0,0,0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-21 13:27:45+00:00,0
10344.0,0db96e4f4893bf337893de5c086ddaaa,681.0,True,2025-12-22 06:12:00+00:00,2,"['Dax', 'Astra']",1.5,1.0,0,0,0,1,497.0,0.0,112.0,-112.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Question Completed,2025-12-22 06:18:49+00:00,0
10295.0,0ecaf744272b7c501f688eb0ad99a160,235.0,False,2025-12-23 08:01:00+00:00,2,"['Cyra', 'Astra']",2.0,1.5,0,0,0,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 08:04:55+00:00,0
10294.0,0ecaf744272b7c501f688eb0ad99a160,628.0,True,2025-12-23 18:26:00+00:00,3,"['Cyra', 'Cyra', 'Borin', 'Borin', 'Borin', 'Astra', 'Astra']",2.7142857142857144,1.5714285714285714,0,0,0,2,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 18:36:28+00:00,1
10324.0,10648e749c8780e54b37df7b1cbf91ba,216.0,False,2025-12-23 02:16:00+00:00,3,"['Astra', 'Borin', 'Astra', 'Astra', 'Dax']",3.2,0.8,0,0,0,2,811.0,0.0,107.0,-107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Question Completed,2025-12-23 02:19:36+00:00,1
10325.0,10648e749c8780e54b37df7b1cbf91ba,563.0,False,2025-12-23 17:05:00+00:00,4,"['Cyra', 'Astra', 'Cyra', 'Borin', 'Dax', 'Cyra', 'Cyra']",2.4285714285714284,1.0,0,0,0,2,136.0,0.0,57.0,-57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Game Ended,2025-12-23 17:14:23+00:00,1
10265.0,1203fd04f4ca94c4be1f6c1c55553d08,733.0,True,2025-12-17 14:00:00+00:00,2,"['Cyra', 'Borin']",2.5,0.0,0,0,0,1,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-17 14:12:13+00:00,0
10264.0,1203fd04f4ca94c4be1f6c1c55553d08,758.0,True,2025-12-17 19:26:00+00:00,3,"['Cyra', 'Astra', 'Borin', 'Cyra', 'Borin']",2.2,1.8,0,0,0,2,635.0,0.0,115.0,-115.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Question Completed,2025-12-17 19:38:38+00:00,1
10266.0,1203fd04f4ca94c4be1f6c1c55553d08,628.0,True,2025-12-18 07:09:00+00:00,2,"['Cyra', 'Cyra', 'Borin']",2.0,1.3333333333333333,0,0,0,1,319.0,0.0,423.0,-423.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Question Completed,2025-12-18 07:19:28+00:00,0
10018.0,124df45d1998d14c417fce44224ea771,502.0,False,2025-12-12 22:26:00+00:00,2,"['Cyra', 'Dax', 'Dax', 'Cyra', 'Cyra', 'Dax', 'Dax']",3.142857142857143,0.8571428571428571,0,0,0,1,993.0,0.0,1278.0,-1278.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Question Completed,2025-12-12 22:34:22+00:00,0
10021.0,124df45d1998d14c417fce44224ea771,433.0,False,2025-12-13 23:40:00+00:00,2,"['Cyra', 'Cyra', 'Dax', 'Dax', 'Dax', 'Cyra', 'Dax']",3.142857142857143,1.1428571428571428,0,0,0,0,895.0,0.0,378.0,-378.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Spent Virtual Currency,2025-12-13 23:47:13+00:00,0
10019.0,124df45d1998d14c417fce44224ea771,44.0,False,2025-12-20 08:46:00+00:00,1,['Cyra'],3.0,1.0,1,0,1,0,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-20 08:46:44+00:00,0
10020.0,124df45d1998d14c417fce44224ea771,432.0,False,2025-12-23 18:58:00+00:00,3,"['Astra', 'Dax', 'Dax', 'Dax', 'Cyra']",2.6,1.0,0,0,0,1,398.0,0.0,42.0,-42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Question Completed,2025-12-23 19:05:12+00:00,1
10547.0,13e2c776d5d145c6ce9b7f490d8da47a,572.0,False,2025-12-20 11:43:00+00:00,2,"['Astra', 'Dax', 'Dax']",2.3333333333333335,1.3333333333333333,0,0,0,1,217.0,0.0,85.0,-85.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Game Ended,2025-12-20 11:52:32+00:00,0
10211.0,144daa6134edb65222b43a32e20dc4ea,83.0,False,2025-12-19 08:10:00+00:00,2,"['Astra', 'Dax']",1.0,2.0,0,0,0,0,1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-19 08:11:23+00:00,0
10210.0,144daa6134edb65222b43a32e20dc4ea,398.0,False,2025-12-20 08:39:00+00:00,3,"['Astra', 'Dax', 'Borin']",2.6666666666666665,1.0,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-20 08:45:38+00:00,1
10209.0,144daa6134edb65222b43a32e20dc4ea,358.0,False,2025-12-21 12:36:00+00:00,3,"['Borin', 'Borin', 'Astra', 'Astra', 'Dax', 'Borin', 'Dax']",3.0,0.7142857142857143,0,0,0,2,186.0,0.0,370.0,-370.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Question Completed,2025-12-21 12:41:58+00:00,1
10141.0,14c6da6ebd0e78b738fe3570269a8d7f,31.0,False,2025-12-21 06:48:00+00:00,1,"['Cyra', 'Cyra', 'Cyra']",3.0,1.6666666666666667,0,0,0,0,1007.0,0.0,81.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Game Ended,2025-12-21 06:48:31+00:00,0
10140.0,14c6da6ebd0e78b738fe3570269a8d7f,179.0,False,2025-12-21 22:01:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra']",2.5,0.75,0,0,0,1,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-21 22:03:59+00:00,0
10139.0,14c6da6ebd0e78b738fe3570269a8d7f,742.0,True,2025-12-23 09:19:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra']",3.5,0.5,0,0,0,1,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 09:31:22+00:00,0
10137.0,14c6da6ebd0e78b738fe3570269a8d7f,66.0,False,2025-12-23 11:59:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra', 'Cyra']",1.8,1.2,0,0,0,1,666.0,0.0,300.0,-300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 12:00:06+00:00,0
10138.0,14c6da6ebd0e78b738fe3570269a8d7f,567.0,False,2025-12-23 22:59:00+00:00,1,"['Cyra', 'Cyra', 'Cyra', 'Cyra']",2.25,1.25,0,0,0,0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 23:08:27+00:00,0
10146.0,167b3c962692c193d76ea37ee81ed103,299.0,False,2025-12-16 02:18:00+00:00,1,['Borin'],2.0,1.0,0,0,0,1,462.0,0.0,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spent Virtual Currency,2025-12-16 02:22:59+00:00,0
10441.0,17d34fd720fc4bb24945b4eca09c2514,124.0,False,2025-12-14 13:36:00+00:00,1,['Dax'],3.0,1.0,0,0,0,0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-14 13:38:04+00:00,0
10442.0,17d34fd720fc4bb24945b4eca09c2514,311.0,False,2025-12-19 13:22:00+00:00,2,"['Cyra', 'Dax', 'Cyra']",1.3333333333333333,1.0,0,0,0,2,58.0,0.0,47.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spent Virtual Currency,2025-12-19 13:27:11+00:00,0
10443.0,17d34fd720fc4bb24945b4eca09c2514,92.0,False,2025-12-23 11:02:00+00:00,2,"['Cyra', 'Dax', 'Dax', 'Cyra', 'Cyra']",2.4,0.6,0,0,0,3,911.0,0.0,199.0,-199.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Spent Virtual Currency,2025-12-23 11:03:32+00:00,0
10342.0,188661771ddf3da18ee73b2977c33575,160.0,False,2025-12-18 12:05:00+00:00,1,"['Dax', 'Dax', 'Dax']",3.3333333333333335,0.3333333333333333,1,0,1,0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Game Ended,2025-12-18 12:07:40+00:00,0
10463.0,1b42dde94d509fe2bc56babd898f1dfd,768.0,True,2025-12-18 06:19:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra']",1.5,0.75,0,0,0,0,1134.0,0.0,210.0,-210.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Spent Virtual Currency,2025-12-18 06:31:48+00:00,0
10462.0,1b42dde94d509fe2bc56babd898f1dfd,685.0,True,2025-12-21 06:47:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra', 'Astra']",2.0,1.2,0,0,0,1,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-21 06:58:25+00:00,0
10459.0,1b42dde94d509fe2bc56babd898f1dfd,38.0,False,2025-12-22 08:38:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra']",3.142857142857143,1.0,0,0,0,2,871.0,0.0,239.0,-239.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-22 08:38:38+00:00,0
10461.0,1b42dde94d509fe2bc56babd898f1dfd,301.0,False,2025-12-22 23:52:00+00:00,1,"['Astra', 'Astra', 'Astra']",2.6666666666666665,0.6666666666666666,0,0,0,0,518.0,0.0,81.0,-81.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Question Completed,2025-12-22 23:57:01+00:00,0
10460.0,1b42dde94d509fe2bc56babd898f1dfd,849.0,True,2025-12-23 07:41:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra']",2.0,0.8571428571428571,0,0,0,1,730.0,0.0,431.0,-431.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Spent Virtual Currency,2025-12-23 07:55:09+00:00,0
10032.0,1c4bb2541c5eddb865a7d2574382c6c1,400.0,False,2025-12-17 00:30:00+00:00,3,"['Borin', 'Cyra', 'Astra', 'Astra', 'Cyra', 'Borin']",2.0,1.0,0,0,0,0,504.0,0.0,205.0,-205.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Question Completed,2025-12-17 00:36:40+00:00,1
10037.0,1c4bb2541c5eddb865a7d2574382c6c1,839.0,True,2025-12-17 07:08:00+00:00,2,"['Borin', 'Cyra']",3.0,1.0,0,0,0,1,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-17 07:21:59+00:00,0
10035.0,1c4bb2541c5eddb865a7d2574382c6c1,247.0,False,2025-12-20 13:37:00+00:00,2,"['Astra', 'Astra', 'Astra', 'Astra', 'Cyra']",2.4,1.4,0,0,0,0,190.0,0.0,156.0,-156.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Spent Virtual Currency,2025-12-20 13:41:07+00:00,0
10036.0,1c4bb2541c5eddb865a7d2574382c6c1,155.0,False,2025-12-20 18:43:00+00:00,1,['Cyra'],4.0,2.0,0,0,0,0,1130.0,0.0,486.0,-486.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Spent Virtual Currency,2025-12-20 18:45:35+00:00,0
10034.0,1c4bb2541c5eddb865a7d2574382c6c1,36.0,False,2025-12-20 21:37:00+00:00,2,"['Cyra', 'Astra']",3.0,0.5,0,0,0,1,290.0,0.0,72.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Question Completed,2025-12-20 21:37:36+00:00,0
10031.0,1c4bb2541c5eddb865a7d2574382c6c1,40.0,False,2025-12-22 19:01:00+00:00,3,"['Borin', 'Astra', 'Astra', 'Cyra', 'Cyra']",2.2,1.0,1,0,1,2,1050.0,0.0,234.0,-234.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Spent Virtual Currency,2025-12-22 19:01:40+00:00,1
10033.0,1c4bb2541c5eddb865a7d2574382c6c1,406.0,False,2025-12-23 15:52:00+00:00,2,"['Cyra', 'Astra', 'Cyra', 'Astra', 'Cyra', 'Astra']",2.5,0.8333333333333334,0,0,0,1,533.0,0.0,58.0,-58.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Question Completed,2025-12-23 15:58:46+00:00,0
10540.0,1e3c3c0aa18fa73b36715f1bdce8fee0,425.0,False,2025-12-11 20:45:00+00:00,1,['Cyra'],1.0,0.0,0,0,0,0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-11 20:52:05+00:00,0
10539.0,1e3c3c0aa18fa73b36715f1bdce8fee0,826.0,True,2025-12-13 13:39:00+00:00,3,"['Dax', 'Borin', 'Astra']",2.6666666666666665,1.3333333333333333,0,0,0,1,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Game Ended,2025-12-13 13:52:46+00:00,1
10152.0,1e988506617bec53a175c792fda95869,767.0,True,2025-12-12 18:51:00+00:00,1,['Astra'],1.0,0.0,1,1,0,1,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-12 19:03:47+00:00,0
10151.0,1e988506617bec53a175c792fda95869,481.0,False,2025-12-20 20:20:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra', 'Astra']",2.6,0.8,0,0,0,2,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-20 20:28:01+00:00,0
10153.0,1e988506617bec53a175c792fda95869,731.0,True,2025-12-22 00:56:00+00:00,1,"['Astra', 'Astra', 'Astra', 'Astra', 'Astra', 'Astra']",2.3333333333333335,0.8333333333333334,1,0,1,1,509.0,0.0,61.0,-61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Game Ended,2025-12-22 01:08:11+00:00,0
10041.0,1ed19fa8d96eeee4c5698e29c7ec22b6,76.0,False,2025-12-11 20:39:00+00:00,1,['Cyra'],2.0,0.0,0,0,0,1,454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-11 20:40:16+00:00,0
10040.0,1ed19fa8d96eeee4c5698e29c7ec22b6,615.0,True,2025-12-17 14:34:00+00:00,2,"['Cyra', 'Astra']",3.5,0.0,0,0,0,0,463.0,0.0,104.0,-104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Question Completed,2025-12-17 14:44:15+00:00,0
10039.0,1ed19fa8d96eeee4c5698e29c7ec22b6,279.0,False,2025-12-20 17:19:00+00:00,2,"['Astra', 'Astra', 'Astra', 'Cyra', 'Astra', 'Astra']",2.1666666666666665,0.8333333333333334,1,1,0,1,726.0,0.0,62.0,-62.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Spent Virtual Currency,2025-12-20 17:23:39+00:00,0
10358.0,1f138bffc40efe3ed630b446f57a3a23,752.0,True,2025-12-22 00:06:00+00:00,3,"['Astra', 'Dax', 'Borin', 'Borin', 'Dax']",2.6,1.2,0,0,0,1,841.0,0.0,31.0,-31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Question Completed,2025-12-22 00:18:32+00:00,1
10359.0,1f138bffc40efe3ed630b446f57a3a23,148.0,False,2025-12-22 16:08:00+00:00,4,"['Dax', 'Cyra', 'Cyra', 'Astra', 'Borin', 'Dax', 'Borin']",2.7142857142857144,0.8571428571428571,0,0,0,2,48.0,0.0,478.0,-478.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-22 16:10:28+00:00,1
10356.0,1f138bffc40efe3ed630b446f57a3a23,492.0,False,2025-12-22 20:29:00+00:00,3,"['Cyra', 'Astra', 'Borin']",2.6666666666666665,1.0,1,0,1,0,73.0,0.0,54.0,-54.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Spent Virtual Currency,2025-12-22 20:37:12+00:00,1
10357.0,1f138bffc40efe3ed630b446f57a3a23,741.0,True,2025-12-23 06:25:00+00:00,2,"['Borin', 'Borin', 'Dax', 'Dax']",3.5,1.0,1,0,1,0,1186.0,0.0,47.0,-47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Question Completed,2025-12-23 06:37:21+00:00,0
10355.0,1f138bffc40efe3ed630b446f57a3a23,79.0,False,2025-12-23 11:16:00+00:00,1,['Dax'],2.0,2.0,0,0,0,0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Question Completed,2025-12-23 11:17:19+00:00,0
