question_address,event_params__character_name,event_params__current_tier,event_params__current_question_index,event_params__ga_session_id,question_started,potions_bought,incense_bought,amulet_bought,alicin_used,coffee_used,cauldron_used,scroll_opened,answered_correct,answered_wrong,ads_watched,wrong_answer_ratio,ads_watch_ratio,alicin_use_ratio,coffee_use_ratio,cauldron_use_ratio,scroll_use_ratio
Astra - T: 1 - Q: 10,Astra,1.0,10.0,10459.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 10,Astra,1.0,10.0,10463.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 10,Astra,1.0,10.0,10588.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10013.0,1,0,0,0,1,0,0,0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10236.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10341.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10403.0,1,0,1,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10436.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10473.0,1,0,0,0,0,0,1,0,1,2.0,1,2.0,1.0,0.0,0.0,1.0,0.0
Astra - T: 1 - Q: 11,Astra,1.0,11.0,10525.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10224.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10227.0,1,0,1,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10229.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10252.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10287.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10417.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10462.0,2,0,0,0,0,0,0,0,2,2.0,1,1.0,0.5,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10463.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10524.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10551.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 12,Astra,1.0,12.0,10588.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10010.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10044.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10174.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10306.0,1,0,0,0,1,0,0,0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10344.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10462.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10521.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 2,Astra,1.0,2.0,10575.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10013.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10025.0,1,0,0,1,0,1,0,0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10043.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10077.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10130.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10193.0,1,1,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10257.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10294.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10301.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10309.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10338.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10514.0,2,0,0,0,0,0,0,1,2,4.0,1,2.0,0.5,0.0,0.0,0.0,0.5
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10561.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10572.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 3,Astra,1.0,3.0,10586.0,1,0,0,0,1,0,0,0,1,2.0,1,2.0,1.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10047.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10060.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10122.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10153.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10223.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10274.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10341.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10359.0,1,0,1,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10416.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10463.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10572.0,1,1,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10586.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 4,Astra,1.0,4.0,10587.0,1,0,0,0,0,1,0,0,1,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10014.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10031.0,1,0,0,1,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10032.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10054.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10067.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10109.0,2,0,0,0,0,0,0,1,2,2.0,0,1.0,0.0,0.0,0.0,0.0,0.5
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10143.0,1,0,0,0,0,1,0,0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10245.0,2,0,0,0,0,0,0,1,2,1.0,0,0.5,0.0,0.0,0.0,0.0,0.5
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10255.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10393.0,1,0,0,1,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10455.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10575.0,1,0,0,0,1,0,0,0,1,2.0,1,2.0,1.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 5,Astra,1.0,5.0,10585.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10112.0,1,0,0,0,1,0,0,0,1,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10115.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10221.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10257.0,1,0,0,0,0,1,0,0,1,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10354.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10433.0,1,0,1,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 6,Astra,1.0,6.0,10572.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10043.0,2,0,0,0,0,0,0,0,2,1.0,0,0.5,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10222.0,1,0,0,0,0,0,0,1,1,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10256.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10340.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10341.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10436.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10457.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10460.0,2,0,1,0,0,0,1,0,2,1.0,1,0.5,0.5,0.0,0.0,0.5,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10514.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10515.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 7,Astra,1.0,7.0,10575.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10020.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10042.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10152.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10257.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10301.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10307.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10394.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10498.0,1,0,0,0,1,0,0,0,1,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10531.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 8,Astra,1.0,8.0,10579.0,1,0,1,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10004.0,1,0,0,0,0,1,0,0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10035.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10067.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10102.0,1,0,0,0,0,1,0,0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10153.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10211.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10225.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10255.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10280.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10301.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10309.0,1,0,0,1,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10340.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10345.0,1,0,0,0,0,0,1,1,1,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10424.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10460.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10546.0,1,0,0,0,0,0,1,0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10560.0,1,0,0,0,1,0,0,0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0
Astra - T: 1 - Q: 9,Astra,1.0,9.0,10561.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10035.0,1,0,0,0,0,0,0,1,1,2.0,0,2.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10039.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10044.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10067.0,1,0,0,0,0,0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10077.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10114.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10154.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10200.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10222.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10224.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10245.0,2,0,0,0,0,0,0,1,2,4.0,0,2.0,0.0,0.0,0.0,0.0,0.5
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10262.0,1,0,1,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10284.0,1,0,0,0,0,1,0,0,1,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10402.0,1,0,0,0,0,1,0,0,1,2.0,0,2.0,0.0,0.0,1.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10414.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10438.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10439.0,1,0,0,0,0,0,1,0,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10510.0,1,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10545.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10561.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 1,Astra,2.0,1.0,10584.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 10,Astra,2.0,10.0,10046.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 10,Astra,2.0,10.0,10066.0,1,0,0,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 10,Astra,2.0,10.0,10130.0,1,0,0,0,1,0,0,0,1,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0
Astra - T: 2 - Q: 10,Astra,2.0,10.0,10194.0,1,0,0,0,0,0,0,1,1,2.0,1,2.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 10,Astra,2.0,10.0,10239.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10032.0,1,1,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10066.0,1,0,0,0,0,0,0,0,1,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10130.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10151.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10167.0,2,0,0,0,0,0,0,0,2,1.0,1,0.5,0.5,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10403.0,1,0,0,0,0,1,0,0,1,2.0,1,2.0,1.0,0.0,1.0,0.0,0.0
Astra - T: 2 - Q: 11,Astra,2.0,11.0,10460.0,1,0,0,0,1,0,0,1,1,1.0,0,1.0,0.0,1.0,0.0,0.0,1.0
Astra - T: 2 - Q: 12,Astra,2.0,12.0,10097.0,1,0,0,0,0,0,0,0,1,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 12,Astra,2.0,12.0,10174.0,1,0,1,0,0,0,0,0,1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 12,Astra,2.0,12.0,10225.0,1,0,0,0,0,0,0,0,1,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0
Astra - T: 2 - Q: 12,Astra,2.0,12.0,10246.0,1,0,0,0,0,0,0,1,1,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0
Astra - T: 2 - Q: 12,Astra,2.0,12.0,10281.0,1,0,0,0,0,0,0,0,1,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0
