event_timestamp,event_name,user_pseudo_id,event_params__ga_session_id,event_datetime,event_date,event_time,ts_weekday,ts_daytime_named,ts_is_weekend,app_info__version,geo__country,device__operating_system,session_duration_seconds,session_duration_minutes,session_start_time,session_end_time,event_params__character_name,event_params__current_tier,event_params__current_question_index,cumulative_question_index,event_params__answered_wrong,question_address,event_params__menu_name,event_params__spent_to,shop_consumable_item,event_params__currency_name,event_params__earned_amount,event_params__spent_amount,event_params__gold,event_params__mini_game_ri,event_params__ad_network,event_params__ad_unit_id,event_params__ad_instance,event_params__ad_id,event_params__ad_error_code,event_server_delay_seconds,device__mobile_marketing_name,device__operating_system_version,event_params__pp_accepted,event_params__video_start,event_params__video_finished,event_params__entered,event_params__shown,event_params__opened,event_params__return,event_params__closed,event_params__drag,event_params__tutorial_video
1766345646000000,Question Started,014a9f71a65bcf12833b30a9495f7e3c,10405.0,2025-12-21 19:34:06+00:00,2025-12-21 00:00:00+00:00,19:34:06,Pazar,Akşam,Hafta Sonu,1.0.6,United States,IOS,489.0,8.15,2025-12-21 19:26:00+00:00,2025-12-21 19:34:09+00:00,Cyra,1.0,5.0,5.0,,Cyra - T: 1 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1766345649000000,Question Completed,014a9f71a65bcf12833b30a9495f7e3c,10405.0,2025-12-21 19:34:09+00:00,2025-12-21 00:00:00+00:00,19:34:09,Pazar,Akşam,Hafta Sonu,1.0.7,United States,IOS,489.0,8.15,2025-12-21 19:26:00+00:00,2025-12-21 19:34:09+00:00,Cyra,1.0,5.0,5.0,1.0,Cyra - T: 1 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1765998780000000,First Open,03b349744408705d8096df22c0a71ac6,,2025-12-17 19:13:00+00:00,2025-12-17 00:00:00+00:00,19:13:00,Çarşamba,Akşam,Hafta İçi,1.0.5,United States,ANDROID,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,tutorial_video
1766183040000000,Session Started,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:24:00+00:00,2025-12-19 00:00:00+00:00,22:24:00,Cuma,Akşam,Hafta İçi,1.0.5,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,false,false,false,
1766183041000000,Starting Currencies,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:24:01+00:00,2025-12-19 00:00:00+00:00,22:24:01,Cuma,Akşam,Hafta İçi,1.0.5,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,,
1766183290000000,Question Started,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:28:10+00:00,2025-12-19 00:00:00+00:00,22:28:10,Cuma,Akşam,Hafta İçi,1.0.5,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,Dax,4.0,11.0,51.0,,Dax - T: 4 - Q: 11,,,,,,,,,,,,,,,,,,,,,,,,,,
1766183292000000,Ad Rewarded,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:28:12+00:00,2025-12-19 00:00:00+00:00,22:28:12,Cuma,Akşam,Hafta İçi,1.0.7,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,Dax,4.0,11.0,51.0,,Dax - T: 4 - Q: 11,,,,,,,,,None,None,instance_b,3b3aad68e5d1,,,,,,,,,,,,,,
1766183293000000,Question Completed,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:28:13+00:00,2025-12-19 00:00:00+00:00,22:28:13,Cuma,Akşam,Hafta İçi,1.0.5,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,Dax,4.0,11.0,51.0,0.0,Dax - T: 4 - Q: 11,,,,,,,,,,,,,,,,,,,,,,,,,,
1766183608000000,Question Started,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:33:28+00:00,2025-12-19 00:00:00+00:00,22:33:28,Cuma,Akşam,Hafta İçi,1.0.7,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,Cyra,4.0,4.0,44.0,,Cyra - T: 4 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766183611000000,Question Completed,03b349744408705d8096df22c0a71ac6,10107.0,2025-12-19 22:33:31+00:00,2025-12-19 00:00:00+00:00,22:33:31,Cuma,Akşam,Hafta İçi,1.0.6,United States,ANDROID,571.0,9.516666666666667,2025-12-19 22:24:00+00:00,2025-12-19 22:33:31+00:00,Cyra,4.0,4.0,44.0,0.0,Cyra - T: 4 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192700000000,Session Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:00+00:00,2025-12-20 00:00:00+00:00,01:05:00,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,true,true,
1766192701000000,Starting Currencies,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:01+00:00,2025-12-20 00:00:00+00:00,01:05:01,Cumartesi,Gece,Hafta Sonu,1.0.5,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,,
1766192709000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:09+00:00,2025-12-20 00:00:00+00:00,01:05:09,Cumartesi,Gece,Hafta Sonu,1.0.5,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,1.0,4.0,4.0,,Borin - T: 1 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192712000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:12+00:00,2025-12-20 00:00:00+00:00,01:05:12,Cumartesi,Gece,Hafta Sonu,1.0.5,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,1.0,4.0,4.0,0.0,Borin - T: 1 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192712000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:12+00:00,2025-12-20 00:00:00+00:00,01:05:12,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,4.0,11.0,51.0,,Borin - T: 4 - Q: 11,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192714000000,Ad Rewarded,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:14+00:00,2025-12-20 00:00:00+00:00,01:05:14,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,4.0,11.0,51.0,,Borin - T: 4 - Q: 11,,,,,,,,,ironSource,rewarded_2,instance_a,999f3a5a9865,,,,,,,,,,,,,,
1766192715000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:15+00:00,2025-12-20 00:00:00+00:00,01:05:15,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,4.0,11.0,51.0,1.0,Borin - T: 4 - Q: 11,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192721000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:21+00:00,2025-12-20 00:00:00+00:00,01:05:21,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,1.0,3.0,3.0,,Borin - T: 1 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192724000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:24+00:00,2025-12-20 00:00:00+00:00,01:05:24,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Borin,1.0,3.0,3.0,0.0,Borin - T: 1 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192743000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:43+00:00,2025-12-20 00:00:00+00:00,01:05:43,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,3.0,5.0,33.0,,Dax - T: 3 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192746000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:46+00:00,2025-12-20 00:00:00+00:00,01:05:46,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,3.0,5.0,33.0,0.0,Dax - T: 3 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192749000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:49+00:00,2025-12-20 00:00:00+00:00,01:05:49,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,4.0,9.0,49.0,,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192752000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:52+00:00,2025-12-20 00:00:00+00:00,01:05:52,Cumartesi,Gece,Hafta Sonu,1.0.6,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,4.0,9.0,49.0,2.0,Dax - T: 4 - Q: 9,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192753000000,Spent Virtual Currency,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:53+00:00,2025-12-20 00:00:00+00:00,01:05:53,Cumartesi,Gece,Hafta Sonu,1.0.5,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,4.0,9.0,49.0,,Dax - T: 4 - Q: 9,,SunBrew,,Gold,,80.0,,,,,,,,,,,,,,,,,,,,
1766192755000000,Question Started,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:55+00:00,2025-12-20 00:00:00+00:00,01:05:55,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,2.0,12.0,28.0,,Dax - T: 2 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766192757000000,Ad Rewarded,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:57+00:00,2025-12-20 00:00:00+00:00,01:05:57,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,2.0,12.0,28.0,,Dax - T: 2 - Q: 12,,,,,,,,,None,None,instance_a,69aa88c00f12,,,,,,,,,,,,,,
1766192758000000,Question Completed,03b349744408705d8096df22c0a71ac6,10106.0,2025-12-20 01:05:58+00:00,2025-12-20 00:00:00+00:00,01:05:58,Cumartesi,Gece,Hafta Sonu,1.0.7,United States,ANDROID,58.0,0.9666666666666667,2025-12-20 01:05:00+00:00,2025-12-20 01:05:58+00:00,Dax,2.0,12.0,28.0,2.0,Dax - T: 2 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270160000000,Session Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:36:00+00:00,2025-12-20 00:00:00+00:00,22:36:00,Cumartesi,Akşam,Hafta Sonu,1.0.5,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,false,false,false,false,
1766270161000000,Starting Currencies,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:36:01+00:00,2025-12-20 00:00:00+00:00,22:36:01,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,,,,,,,,,,,,,1198.0,,,,,,,,,,,,,,,,,,,
1766270191000000,Question Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:36:31+00:00,2025-12-20 00:00:00+00:00,22:36:31,Cumartesi,Akşam,Hafta Sonu,1.0.5,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Dax,3.0,5.0,33.0,,Dax - T: 3 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270194000000,Question Completed,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:36:34+00:00,2025-12-20 00:00:00+00:00,22:36:34,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Dax,3.0,5.0,33.0,1.0,Dax - T: 3 - Q: 5,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270245000000,Question Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:37:25+00:00,2025-12-20 00:00:00+00:00,22:37:25,Cumartesi,Akşam,Hafta Sonu,1.0.5,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Dax,1.0,4.0,4.0,,Dax - T: 1 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270248000000,Question Completed,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:37:28+00:00,2025-12-20 00:00:00+00:00,22:37:28,Cumartesi,Akşam,Hafta Sonu,1.0.5,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Dax,1.0,4.0,4.0,0.0,Dax - T: 1 - Q: 4,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270472000000,Question Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:41:12+00:00,2025-12-20 00:00:00+00:00,22:41:12,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Borin,2.0,6.0,22.0,,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270474000000,Ad Rewarded,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:41:14+00:00,2025-12-20 00:00:00+00:00,22:41:14,Cumartesi,Akşam,Hafta Sonu,1.0.6,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Borin,2.0,6.0,22.0,,Borin - T: 2 - Q: 6,,,,,,,,,unity,rewarded_2,None,121b1e835321,,,,,,,,,,,,,,
1766270474000000,Question Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:41:14+00:00,2025-12-20 00:00:00+00:00,22:41:14,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Cyra,1.0,12.0,12.0,,Cyra - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270475000000,Question Completed,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:41:15+00:00,2025-12-20 00:00:00+00:00,22:41:15,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Borin,2.0,6.0,22.0,1.0,Borin - T: 2 - Q: 6,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270477000000,Question Completed,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:41:17+00:00,2025-12-20 00:00:00+00:00,22:41:17,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Cyra,1.0,12.0,12.0,1.0,Cyra - T: 1 - Q: 12,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270532000000,Question Started,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:42:12+00:00,2025-12-20 00:00:00+00:00,22:42:12,Cumartesi,Akşam,Hafta Sonu,1.0.5,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Astra,3.0,3.0,27.0,,Astra - T: 3 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766270535000000,Question Completed,03b349744408705d8096df22c0a71ac6,10108.0,2025-12-20 22:42:15+00:00,2025-12-20 00:00:00+00:00,22:42:15,Cumartesi,Akşam,Hafta Sonu,1.0.7,United States,ANDROID,375.0,6.25,2025-12-20 22:36:00+00:00,2025-12-20 22:42:15+00:00,Astra,3.0,3.0,27.0,1.0,Astra - T: 3 - Q: 3,,,,,,,,,,,,,,,,,,,,,,,,,,
1766342880000000,Session Started,03b349744408705d8096df22c0a71ac6,10105.0,2025-12-21 18:48:00+00:00,2025-12-21 00:00:00+00:00,18:48:00,Pazar,Akşam,Hafta Sonu,1.0.6,United States,ANDROID,586.0,9.766666666666667,2025-12-21 18:48:00+00:00,2025-12-21 18:57:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,false,true,true,false,false,false,
